,title,artist,lyrics
3894,Susans House,Eels,Going over to Susan's house
3895,Susans House,Eels,Going over to Susan's house
3896,Susans House,Eels,She's gonna make it right
3898,Susans House,Eels,Down by the Donut Prince a fifteen year old boy lies on the sidewalk
3899,Susans House,Eels,With a bullet in his forehead
3900,Susans House,Eels,In a final act of indignity the paramedics take off all his clothes
3901,Susans House,Eels,For the whole world to see while they put him in the bag
3902,Susans House,Eels,Meanwhile and old couple argues inside the Queen Bee
3903,Susans House,Eels,The sick fluorescent light shimmering on their skin
3905,Susans House,Eels,Going over to Susan's house
3906,Susans House,Eels,Going over to Susan's house
3907,Susans House,Eels,I can't be alone tonight
3909,Susans House,Eels,"Take a left down echo park, a kid asks do I want some crack"
3910,Susans House,Eels,T.v. sets are spewing Baywatch through the windows into black
3911,Susans House,Eels,Here comes a girl with long brown hair who can't be more than seventeen
3912,Susans House,Eels,She sucks on a red popsicle while she pushes a baby girl in a pink carriage
3913,Susans House,Eels,"And I'm thinking, that must be her sister"
3914,Susans House,Eels,"That must be her sister, right?"
3915,Susans House,Eels,They go into the 7-11 and I keep walking
3917,Susans House,Eels,Going over to Susan's house [Repeat: x2]
3918,"In the Yard, Behind the Church",Eels,"In the yard, behind the church where"
3919,"In the Yard, Behind the Church",Eels,Butterflies and blackbirds search for
3920,"In the Yard, Behind the Church",Eels,A safe place to rest the night away
3921,"In the Yard, Behind the Church",Eels,We will go down to the brook and
3922,"In the Yard, Behind the Church",Eels,Sit upon the overlook then
3923,"In the Yard, Behind the Church",Eels,Forget about the troubles of the day
3925,"In the Yard, Behind the Church",Eels,We will walk among the graves of
3926,"In the Yard, Behind the Church",Eels,Men long dead with presidents' names and
3927,"In the Yard, Behind the Church",Eels,Listen to the water flow softly by
3928,"In the Yard, Behind the Church",Eels,I will kiss you on the lips now
3929,"In the Yard, Behind the Church",Eels,And as the sky grows dark we'll strip down
3930,"In the Yard, Behind the Church",Eels,And let the water wash away all lies
3932,"In the Yard, Behind the Church",Eels,"In the yard, behind the church where"
3933,"In the Yard, Behind the Church",Eels,Butterflies and blackbirds perch on
3934,"In the Yard, Behind the Church",Eels,Grey stones as the garden's growing dim
3935,"In the Yard, Behind the Church",Eels,We will lay down on the ground and
3936,"In the Yard, Behind the Church",Eels,Put our cheeks against the dirt down
3937,"In the Yard, Behind the Church",Eels,Where it no longer matters
3938,"In the Yard, Behind the Church",Eels,Where you've been
3939,Kinda Fuzzy,Eels,In my heart there lives a little riddle
3940,Kinda Fuzzy,Eels,I’m always trying to find my way
3941,Kinda Fuzzy,Eels,Everything is older in the morning
3942,Kinda Fuzzy,Eels,I’ll find an answer someday
3944,Kinda Fuzzy,Eels,But I’m feeling kinda fuzzy
3945,Kinda Fuzzy,Eels,But you know I’m alright
3946,Kinda Fuzzy,Eels,I’m feeling kinda fuzzy
3947,Kinda Fuzzy,Eels,But the sunshine and bright
3948,Kinda Fuzzy,Eels,Don’t mess with me
3949,Kinda Fuzzy,Eels,I’m up for the fight
3951,Kinda Fuzzy,Eels,It’s a tangle cob web that I weave
3952,Kinda Fuzzy,Eels,The dusty room over naked mind
3953,Kinda Fuzzy,Eels,Anything that keeps the sun rising
3954,Kinda Fuzzy,Eels,I gotta see if I can find
3956,Kinda Fuzzy,Eels,But I’m feeling kinda fuzzy
3957,Kinda Fuzzy,Eels,But you know I’m alright
3958,Kinda Fuzzy,Eels,I’m feeling kinda fuzzy
3959,Kinda Fuzzy,Eels,But the future looks bright
3960,Kinda Fuzzy,Eels,Don’t mess with me
3961,Kinda Fuzzy,Eels,I’m up for the fight
3963,Kinda Fuzzy,Eels,Riding through like an outlaw drifter
3964,Kinda Fuzzy,Eels,Never knowing which way to turn
3965,Kinda Fuzzy,Eels,In the morning I think I got it
3966,Kinda Fuzzy,Eels,It’s gone
3968,Kinda Fuzzy,Eels,Pull the curtains open wide
3969,Kinda Fuzzy,Eels,Gotta know that I’m about it
3970,Kinda Fuzzy,Eels,Good god it’s never dead don’t never doubt it
3971,Kinda Fuzzy,Eels,"Yo I’m alright, I’m feeling kinda fuzzy"
3973,Kinda Fuzzy,Eels,In my heart there lives a little riddle
3974,Kinda Fuzzy,Eels,I’m always trying to find my way
3975,Kinda Fuzzy,Eels,I don’t know what it’s gonna take me
3976,Kinda Fuzzy,Eels,I only need a little break man
3977,Kinda Fuzzy,Eels,I know you know that I’m a good man
3979,Kinda Fuzzy,Eels,But I’m feeling kinda fuzzy
3980,Kinda Fuzzy,Eels,But you know I’m alright
3981,Kinda Fuzzy,Eels,I’m feeling kinda fuzzy
3982,Kinda Fuzzy,Eels,But the future looks bright
3983,Kinda Fuzzy,Eels,Don’t mess with me
3984,Rotten World Blues,Eels,Well I went walking
3985,Rotten World Blues,Eels,Out yesterday
3986,Rotten World Blues,Eels,A man was carrying a sign that says
3987,Rotten World Blues,Eels,"""the world is gonna end tomorrow"""
3988,Rotten World Blues,Eels,"Hey buddy, got a nickel I can borrow?"
3990,Rotten World Blues,Eels,This rotten world's gonna chew you up
3991,Rotten World Blues,Eels,Swallow you whole and then spit you back out
3992,Rotten World Blues,Eels,The sooner you recognize this simple fact
3993,Rotten World Blues,Eels,Then this rotten world gives you what you lack
3995,Rotten World Blues,Eels,Ol' Miss Headtrip
3996,Rotten World Blues,Eels,She's gettin' down
3997,Rotten World Blues,Eels,You don't see her much walking 'round town
3998,Rotten World Blues,Eels,Well you could say that she needs a little lovin'
3999,Rotten World Blues,Eels,Looking for a light with her head in the oven
4001,Rotten World Blues,Eels,This rotten world's gonna chew you up
4002,Rotten World Blues,Eels,Swallow you whole and then spit you back out
4003,Rotten World Blues,Eels,The sooner you recognize this simple fact
4004,Rotten World Blues,Eels,Then this rotten world gives you what you lack
4006,Rotten World Blues,Eels,Miss Kovaleva
4007,Rotten World Blues,Eels,She's lookin' good
4008,Rotten World Blues,Eels,Walkin' her ass through the neighborhood
4009,Rotten World Blues,Eels,She knows something that you don't know
4010,Rotten World Blues,Eels,Something she learned about a long time ago
4012,Rotten World Blues,Eels,This rotten world's gonna chew you up
4013,Rotten World Blues,Eels,Swallow you whole and then spit you back out
4014,Rotten World Blues,Eels,The sooner you recognize this simple fact
4015,Rotten World Blues,Eels,Then this rotten world gives you what you lack
4017,Rotten World Blues,Eels,This rotten world's gonna chew you up
4018,Rotten World Blues,Eels,Swallow you whole and then spit you back out
4019,Rock Hard Times,Eels,They told me that I couldn't come back here again
4020,Rock Hard Times,Eels,Took me for some kind of fool
4021,Rock Hard Times,Eels,Said I was doing things that never should be done
4022,Rock Hard Times,Eels,But I don't care about their rules
4024,Rock Hard Times,Eels,As if I cared 'bout the little minds
4025,Rock Hard Times,Eels,In the little heads of the herd
4026,Rock Hard Times,Eels,There's nothing you could dream
4027,Rock Hard Times,Eels,Would be more absurd
4029,Rock Hard Times,Eels,And everybody knows these are rock hard times
4030,Rock Hard Times,Eels,I gotta make it through
4031,Rock Hard Times,Eels,These are rock hard times
4033,Rock Hard Times,Eels,I don't know what it is they're trying to do to me
4034,Rock Hard Times,Eels,Make me into some sick joke
4035,Rock Hard Times,Eels,But no one's laughing
4036,Rock Hard Times,Eels,And least of all not me
4037,Rock Hard Times,Eels,It's hard to laugh as you choke
4039,Rock Hard Times,Eels,Hollywood lies piled up to the sky
4040,Rock Hard Times,Eels,Floating your way soon
4041,Rock Hard Times,Eels,Hope you like the rotten stench of doom
4043,Rock Hard Times,Eels,And everybody knows these are rock hard times
4044,Rock Hard Times,Eels,I gotta make it through
4045,Rock Hard Times,Eels,These are rock hard times
4047,Rock Hard Times,Eels,And everybody knows these are rock hard times
4048,Rock Hard Times,Eels,I gotta make it through
4049,Rock Hard Times,Eels,These are rock hard times
4051,Rock Hard Times,Eels,I don't know what it is they think I'm gonna try
4052,Rock Hard Times,Eels,They don't know what they need to fear
4053,Rock Hard Times,Eels,The surest sign that the end is coming soon
4054,Rock Hard Times,Eels,Is right there in the bathroom mirror
4056,Rock Hard Times,Eels,Everybody knows these are rock hard times
4057,Rock Hard Times,Eels,I gotta make it through
4058,Rock Hard Times,Eels,These are rock hard times
4059,Rock Hard Times,Eels,These are rock hard times
4060,Premonition,Eels,Rooms hold people
4061,Premonition,Eels,Year after year
4062,Premonition,Eels,Tenants come and go
4063,Premonition,Eels,The walls don't care if you're here
4065,Premonition,Eels,These walls are unforgiving
4066,Premonition,Eels,As the night is black
4067,Premonition,Eels,The world can be a real mean place
4068,Premonition,Eels,When no one's got your back
4070,Premonition,Eels,I had a premonition
4071,Premonition,Eels,It's all gonna be fine
4072,Premonition,Eels,You can kill or be killed
4073,Premonition,Eels,But the sun's gonna shine
4075,Premonition,Eels,I had a premonition
4076,Premonition,Eels,That we're gonna get by
4077,Premonition,Eels,You and I have a love
4078,Premonition,Eels,That never can die
4080,Premonition,Eels,It's not the weight you carry
4081,Premonition,Eels,It's how you carry it
4082,Premonition,Eels,We can get through anything
4083,Premonition,Eels,We can take the hit
4085,Premonition,Eels,I had a premonition
4086,Premonition,Eels,It's all gonna be fine
4087,Premonition,Eels,You can kill or be killed
4088,Premonition,Eels,But the sun's gonna shine
4090,Premonition,Eels,I had a premonition
4091,Premonition,Eels,That we're gonna get by
4092,Premonition,Eels,You and I have a love
4093,Premonition,Eels,That never can die
4095,Premonition,Eels,Sweetheart don't ever doubt
4096,Premonition,Eels,That my love is alive
4097,Premonition,Eels,You and I can really live
4098,Premonition,Eels,Much more than survive
4099,Three Speed,Eels,Got a 3 speed and banana seat
4100,Three Speed,Eels,Sitting back on the sissy bar
4101,Three Speed,Eels,Went to sev and got a drink
4102,Three Speed,Eels,Wish I was driving in daddy's car
4104,Three Speed,Eels,And I looked up at the sky last night
4105,Three Speed,Eels,And I thought I saw a bomb
4106,Three Speed,Eels,And why won't you just tell me what's going on?
4108,Three Speed,Eels,Riding down on springhill road
4109,Three Speed,Eels,Meeting alfred out in the woods
4110,Three Speed,Eels,Dogs bark and mosquitos bite
4111,Three Speed,Eels,Scratching the itch that makes it feel good
4113,Three Speed,Eels,And I looked at into the mirrot last night
4114,Three Speed,Eels,All I saw was a pretty blonde
4115,Three Speed,Eels,And why won't you tell me what's going on?
4117,Three Speed,Eels,Life is funny
4118,Three Speed,Eels,But not ha ha funny
4119,Three Speed,Eels,Peculiar I guess
4120,Three Speed,Eels,You think I got it all going my way
4121,Three Speed,Eels,Then why am I such a fucking mess?
4123,Three Speed,Eels,Want a pony and a birthday cake
4124,Three Speed,Eels,Want a party with a scary clown
4125,Three Speed,Eels,Kneel down and bow to the princess
4126,Three Speed,Eels,Kneel down for the queen of the town
4128,Three Speed,Eels,And I looked up at the sky last night
4129,Three Speed,Eels,And I thought I saw a bomb
4130,Three Speed,Eels,And why won't you tell me what's going on?
4131,Three Speed,Eels,Tell me what's going on
4132,Teenage Witch,Eels,Look at downtown
4133,Teenage Witch,Eels,Sunrise of Sam
4134,Teenage Witch,Eels,Bring it on down now
4135,Teenage Witch,Eels,I'm in a jam
4136,Teenage Witch,Eels,Where did you find such a rocking vest?
4137,Teenage Witch,Eels,Said get away kid
4138,Teenage Witch,Eels,You've become a pest
4140,Teenage Witch,Eels,Heaven can't help a teenage witch
4141,Teenage Witch,Eels,From sinking deeper down into the ditch
4143,Teenage Witch,Eels,Silky gown
4144,Teenage Witch,Eels,Pink and brown
4145,Teenage Witch,Eels,Shut you down 
4146,Teenage Witch,Eels,And shut you up
4148,Teenage Witch,Eels,Little lizard legs and little lizard tails
4149,Teenage Witch,Eels,Always taste better when you're sitting in jail
4150,Teenage Witch,Eels,Still I don't think that I can resist
4151,Teenage Witch,Eels,After all the turds that I had to kiss
4153,Teenage Witch,Eels,Heaven can't help a teenage witch
4154,Teenage Witch,Eels,From sinking deeper down into the ditch
4156,Teenage Witch,Eels,Keeping arms length from the long arm law
4157,Teenage Witch,Eels,Going to the bank for a fifty dollar draw
4158,Teenage Witch,Eels,Gonna find the place where the werewolves hang
4159,Teenage Witch,Eels,Knockin' on the door for a fifty dollar bang
4160,Hey Man (Now You're Really Living),Eels,Do you know what it's like to fall on the floor
4161,Hey Man (Now You're Really Living),Eels,Cry your guts out 'til you got no more?
4162,Hey Man (Now You're Really Living),Eels,Hey man
4163,Hey Man (Now You're Really Living),Eels,Now you're really living
4165,Hey Man (Now You're Really Living),Eels,Have you ever made love to a beautiful girl?
4166,Hey Man (Now You're Really Living),Eels,Made you feel like it's not such a bad world (Hey!)
4167,Hey Man (Now You're Really Living),Eels,Hey man
4168,Hey Man (Now You're Really Living),Eels,Now you're really living
4170,Hey Man (Now You're Really Living),Eels,Now you're really giving everything (Sha la la la)
4171,Hey Man (Now You're Really Living),Eels,And you're really getting all you gave (Sha la la la)
4172,Hey Man (Now You're Really Living),Eels,Now you're really living what this life is all about
4174,Hey Man (Now You're Really Living),Eels,"Well, I just saw the sun rise over the hill"
4175,Hey Man (Now You're Really Living),Eels,Never used to give me much of a thrill (Hey!)
4176,Hey Man (Now You're Really Living),Eels,But hey man
4177,Hey Man (Now You're Really Living),Eels,Now I'm really living
4179,Hey Man (Now You're Really Living),Eels,Hey!
4180,Hey Man (Now You're Really Living),Eels,Hey!
4181,Hey Man (Now You're Really Living),Eels,Hey!
4183,Hey Man (Now You're Really Living),Eels,Do you know what it's like to care too much
4184,Hey Man (Now You're Really Living),Eels,'Bout someone that you're never gonna get to touch?
4185,Hey Man (Now You're Really Living),Eels,Hey man
4186,Hey Man (Now You're Really Living),Eels,Now you're really living
4188,Hey Man (Now You're Really Living),Eels,Have you ever sat down in the fresh-cut grass (Hey!)
4189,Hey Man (Now You're Really Living),Eels,And thought about the moment and when it will pass? (Hey!)
4190,Hey Man (Now You're Really Living),Eels,Hey man
4191,Hey Man (Now You're Really Living),Eels,Now you're really living
4193,Hey Man (Now You're Really Living),Eels,Now you're really giving everything (Sha la la la)
4194,Hey Man (Now You're Really Living),Eels,And you're really getting all you gave (Sha la la la)
4195,Hey Man (Now You're Really Living),Eels,Now you're really living what this life is all about
4197,Hey Man (Now You're Really Living),Eels,Now
4199,Hey Man (Now You're Really Living),Eels,Now what would you say if I told you that (Hey!)
4200,Hey Man (Now You're Really Living),Eels,Everyone thinks you're a crazy old cat? (Hey!)
4201,Hey Man (Now You're Really Living),Eels,Hey man
4202,Hey Man (Now You're Really Living),Eels,Now you're really living
4204,Hey Man (Now You're Really Living),Eels,Do you know what it's like to fall on the floor (Hey!)
4205,Hey Man (Now You're Really Living),Eels,Cry your guts out 'til you got no more? (Hey!)
4206,Hey Man (Now You're Really Living),Eels,Hey man
4207,Hey Man (Now You're Really Living),Eels,Now you're really living
4209,Hey Man (Now You're Really Living),Eels,Have you ever made love to a beautiful girl? (Hey!)
4210,Hey Man (Now You're Really Living),Eels,Made you feel like it's not such a bad world (Hey!)
4211,Hey Man (Now You're Really Living),Eels,Hey man
4212,Hey Man (Now You're Really Living),Eels,Now you're really living
4214,Hey Man (Now You're Really Living),Eels,People!
4216,Hey Man (Now You're Really Living),Eels,Do you know what it's like to fall on the floor (Sing!) (Hey!)
4217,Hey Man (Now You're Really Living),Eels,Cry your guts out 'til you got no more? (Hey!)
4218,Hey Man (Now You're Really Living),Eels,Hey man
4219,Hey Man (Now You're Really Living),Eels,Now you're really living
4221,Hey Man (Now You're Really Living),Eels,"Well, I just saw the sun rise over the hill (Hey!)"
4222,Hey Man (Now You're Really Living),Eels,Never used to give me much of a thrill (Hey!)
4223,Hey Man (Now You're Really Living),Eels,Hey man
4224,Hey Man (Now You're Really Living),Eels,Now I'm really living!
4226,Hey Man (Now You're Really Living),Eels,Hey!
4227,Hey Man (Now You're Really Living),Eels,Hey!
4229,Hey Man (Now You're Really Living),Eels,People!
4231,Hey Man (Now You're Really Living),Eels,Hey!
4232,Hey Man (Now You're Really Living),Eels,Hey!
4233,Hey Man (Now You're Really Living),Eels,Hey!
4234,The Man,Eels,Look in the mirror
4235,The Man,Eels,I am the man
4236,The Man,Eels,Mrs. Miller says
4237,The Man,Eels,I am the man
4238,The Man,Eels,Ask the birds singin'
4239,The Man,Eels,I am the man
4240,The Man,Eels,Everyone is a fan
4242,The Man,Eels,A little walk through the neighborhood
4243,The Man,Eels,People nod 'cause it's understood
4244,The Man,Eels,Mr. Henry comes out to stand
4245,The Man,Eels,A wave and shout-out
4246,The Man,Eels,To the man
4248,The Man,Eels,Ask the birds singin'
4249,The Man,Eels,I am the man
4250,The Man,Eels,By popular demand
4252,The Man,Eels,The little skinhead with the tattooed face
4253,The Man,Eels,Shows me a moment of style and grace
4254,The Man,Eels,The old hippie with the tie-dye headband
4255,The Man,Eels,Flashes a peace sign to the man
4257,The Man,Eels,Ask the birds singin'
4258,The Man,Eels,I am the man
4259,The Man,Eels,"Well, I do what I can"
4261,The Man,Eels,The angry redneck in his pickup truck
4262,The Man,Eels,Tips his hat and gives the thumbs-up
4263,The Man,Eels,The New Age guy with the yoga mat
4264,The Man,Eels,Blesses me with a pat on the back
4265,The Man,Eels,The long haired indie rock kid in a band
4266,The Man,Eels,Looks through his hair and shakes my hand
4267,The Man,Eels,The old homeless guy who smells like pee
4268,The Man,Eels,"Stops talking nonsense and says ""Morning, E"""
4270,The Man,Eels,Ask the birds singin'
4271,The Man,Eels,I am the man
4272,The Man,Eels,It's all part of the plan
4274,The Man,Eels,The thug rapper with the gold and chains
4275,The Man,Eels,"Puts in his grill and says ""Good day"""
4276,The Man,Eels,The politician going door to door
4277,The Man,Eels,"Says ""No vote means more to me than yours"""
4279,The Man,Eels,Ask the birds singin'
4280,The Man,Eels,I am the man
4281,The Man,Eels,You know I'd win if I ran
4282,Estate Sale,Eels,These are the sounds
4283,Estate Sale,Eels,Of days that are past
4285,Estate Sale,Eels,(A miracle was about to happen)
4286,I Want To Protect You,Eels,Not much of a man
4287,I Want To Protect You,Eels,But still I am a man
4288,I Want To Protect You,Eels,And you bring out somethin inside me
4289,I Want To Protect You,Eels,A perfect little diamond
4290,I Want To Protect You,Eels,A fragile little fire
4291,I Want To Protect You,Eels,And everything good in the world
4292,I Want To Protect You,Eels,To me
4294,I Want To Protect You,Eels,I want to protect you
4295,I Want To Protect You,Eels,I want you to be safe and sound
4296,I Want To Protect You,Eels,At night in this world
4297,I Want To Protect You,Eels,Such a delicate girl needs someone
4298,I Want To Protect You,Eels,To look out for the wolves
4299,I Want To Protect You,Eels,I want to protect you
4301,I Want To Protect You,Eels,I say some stupid shit
4302,I Want To Protect You,Eels,Don't mean a word of it
4303,I Want To Protect You,Eels,You know I got a lot of love inside me
4304,I Want To Protect You,Eels,This world's an ugly place
4305,I Want To Protect You,Eels,For such a pretty face
4306,I Want To Protect You,Eels,They're comin at you from all sides
4307,I Want To Protect You,Eels,But they gotta get through me
4309,I Want To Protect You,Eels,I want to protect you
4310,I Want To Protect You,Eels,I want you to be safe and sound
4311,I Want To Protect You,Eels,At night in this world
4312,I Want To Protect You,Eels,Such a delicate girl needs someone
4313,I Want To Protect You,Eels,To look out for the wolves
4314,I Want To Protect You,Eels,I want to protect you
4316,I Want To Protect You,Eels,Not many understand
4317,I Want To Protect You,Eels,But I'm your biggest fan
4318,I Want To Protect You,Eels,The savage fools cannot appreciate
4319,I Want To Protect You,Eels,The miracle of you
4320,I Want To Protect You,Eels,How could it be true
4321,I Want To Protect You,Eels,You're everything good in the world
4323,I Want To Protect You,Eels,I want to protect you
4324,I Want To Protect You,Eels,I want you to be safe and sound
4325,I Want To Protect You,Eels,At night in this world
4326,I Want To Protect You,Eels,Such a delicate girl needs someone
4327,I Want To Protect You,Eels,To look out for the wolves
4328,I Want To Protect You,Eels,I want to protect you
4330,I Want To Protect You,Eels,I want to protect you
4332,I Want To Protect You,Eels,"Fellas, just look at her (aww)"
4333,I Want To Protect You,Eels,We gotta keep an eye out on her behalf (yeah)
4334,Taking a Bath in Rust,Eels,Why don't you
4335,Taking a Bath in Rust,Eels,Get me
4336,Taking a Bath in Rust,Eels,A way out of here
4337,Taking a Bath in Rust,Eels,Buy me a ticket
4338,Taking a Bath in Rust,Eels,A seat in the rear
4340,Taking a Bath in Rust,Eels,Cause I'd say the daylight
4341,Taking a Bath in Rust,Eels,Its time to go home
4343,Taking a Bath in Rust,Eels,Every day
4344,Taking a Bath in Rust,Eels,Voice in my ear
4345,Taking a Bath in Rust,Eels,Telling me
4346,Taking a Bath in Rust,Eels,'Get out of here'
4348,Taking a Bath in Rust,Eels,I think that you know
4349,Taking a Bath in Rust,Eels,Its not so bad
4350,Taking a Bath in Rust,Eels,Sitting in rust and taking a bath
4352,Taking a Bath in Rust,Eels,But I think that I could
4353,Taking a Bath in Rust,Eels,Find a new way
4355,Taking a Bath in Rust,Eels,Every day
4356,Taking a Bath in Rust,Eels,Voice in my ear
4357,Taking a Bath in Rust,Eels,Telling me
4358,Taking a Bath in Rust,Eels,'Get out of here'
4360,Taking a Bath in Rust,Eels,Why don't you just think
4361,Taking a Bath in Rust,Eels,About it a while
4362,Taking a Bath in Rust,Eels,Maybe I'm too much
4363,Taking a Bath in Rust,Eels,Cramping your style
4365,Taking a Bath in Rust,Eels,But now that it's daylight
4366,Taking a Bath in Rust,Eels,It's time to go home
4368,Taking a Bath in Rust,Eels,Every day
4369,Taking a Bath in Rust,Eels,Voice in my ear
4370,Taking a Bath in Rust,Eels,Telling me
4371,Taking a Bath in Rust,Eels,'Get out of here'
4372,I Need Some Sleep,Eels,I need some sleep
4373,I Need Some Sleep,Eels,You can't go home like this
4374,I Need Some Sleep,Eels,I try counting sheep
4375,I Need Some Sleep,Eels,But there's one I always miss
4377,I Need Some Sleep,Eels,Everyone says I'm getting down to low
4378,I Need Some Sleep,Eels,Everyone says you just gotta let it go
4379,I Need Some Sleep,Eels,You just gotta let it go
4380,I Need Some Sleep,Eels,You just gotta let it go
4382,I Need Some Sleep,Eels,I need some sleep
4383,I Need Some Sleep,Eels,Time to put the old horse down
4384,I Need Some Sleep,Eels,I'm in too deep
4385,I Need Some Sleep,Eels,And the wheels keep spinning round
4387,I Need Some Sleep,Eels,Everyone says I'm getting down to low
4388,I Need Some Sleep,Eels,Everyone says you just gotta let it go
4389,I Need Some Sleep,Eels,You just gotta let it go
4390,I Need Some Sleep,Eels,You just gotta let it go
4392,I Need Some Sleep,Eels,You just gotta let it go
4393,I Need Some Sleep,Eels,You just gotta let it go
4394,I Need Some Sleep,Eels,You just gotta let it go
4395,Everything’s Gonna Be Cool This Christmas,Eels,Remember last year when you were on your own
4396,Everything’s Gonna Be Cool This Christmas,Eels,You swore the spirit couldn't be found
4397,Everything’s Gonna Be Cool This Christmas,Eels,December rolled around and you were counting on it
4398,Everything’s Gonna Be Cool This Christmas,Eels,To roll out
4400,Everything’s Gonna Be Cool This Christmas,Eels,"Well, everything's gonna be cool this christmas"
4401,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4402,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4404,Everything’s Gonna Be Cool This Christmas,Eels,Well everybody's lookin' for you down at the house
4405,Everything’s Gonna Be Cool This Christmas,Eels,The tree is looking so inspired
4406,Everything’s Gonna Be Cool This Christmas,Eels,There's a yuletide groove waitin' for you to move
4407,Everything’s Gonna Be Cool This Christmas,Eels,I'll go and throw another log on the fire
4409,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4410,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4411,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4413,Everything’s Gonna Be Cool This Christmas,Eels,As days go by the more we need friends
4414,Everything’s Gonna Be Cool This Christmas,Eels,And the harder they are to find
4415,Everything’s Gonna Be Cool This Christmas,Eels,If I could have a friend like you all my life
4416,Everything’s Gonna Be Cool This Christmas,Eels,Well I guess I'd be doin' just fine
4418,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4419,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4420,Everything’s Gonna Be Cool This Christmas,Eels,Everything's gonna be cool this christmas
4421,What I Have To Offer,Eels,What I have to offer
4422,What I Have To Offer,Eels,"Well, there's a lot"
4423,What I Have To Offer,Eels,Now I'm a modest man
4424,What I Have To Offer,Eels,But look at all I got
4426,What I Have To Offer,Eels,For all the wear and tear
4427,What I Have To Offer,Eels,I look OK
4428,What I Have To Offer,Eels,I got good manners
4429,What I Have To Offer,Eels,And I make good good pay
4431,What I Have To Offer,Eels,And you know I'm all full of love
4432,What I Have To Offer,Eels,For you
4434,What I Have To Offer,Eels,What I have to offer
4435,What I Have To Offer,Eels,"Well, there's so much"
4436,What I Have To Offer,Eels,I care and nurture and a
4437,What I Have To Offer,Eels,Tender touch
4439,What I Have To Offer,Eels,I got a pleasin' disposition
4440,What I Have To Offer,Eels,And I don't care about
4441,What I Have To Offer,Eels,Football or fishin'
4443,What I Have To Offer,Eels,And you know that I'm all full of love
4444,What I Have To Offer,Eels,For you
4446,What I Have To Offer,Eels,What I have to offer
4447,What I Have To Offer,Eels,"Well, check it out"
4448,What I Have To Offer,Eels,I've learned some things
4449,What I Have To Offer,Eels,And I know what it's about
4451,What I Have To Offer,Eels,I'm quite discerning and
4452,What I Have To Offer,Eels,I'm pretty smart
4453,What I Have To Offer,Eels,It takes an awful lot to
4454,What I Have To Offer,Eels,Win my heart
4456,What I Have To Offer,Eels,But you know that I'm so full of love
4457,What I Have To Offer,Eels,For you
4458,Novocaine For the Soul,Eels,Life is hard
4459,Novocaine For the Soul,Eels,And so am I
4460,Novocaine For the Soul,Eels,You'd better give me something
4461,Novocaine For the Soul,Eels,So I don't die
4462,Novocaine For the Soul,Eels,Novocaine for the soul
4463,Novocaine For the Soul,Eels,Before I sputter out
4464,Novocaine For the Soul,Eels,Before I sputter out
4466,Novocaine For the Soul,Eels,Life is white
4467,Novocaine For the Soul,Eels,And I am black
4468,Novocaine For the Soul,Eels,Jesus and his lawyer
4469,Novocaine For the Soul,Eels,Are coming back
4470,Novocaine For the Soul,Eels,Oh my darling
4471,Novocaine For the Soul,Eels,Will you be here
4472,Novocaine For the Soul,Eels,Before I sputter out
4473,Novocaine For the Soul,Eels,Before I sputter out
4474,Novocaine For the Soul,Eels,Before I sputter out
4476,Novocaine For the Soul,Eels,Guess who's living here with the great undead
4477,Novocaine For the Soul,Eels,"This paint by numbers life is fucking with my head, once again"
4479,Novocaine For the Soul,Eels,Life is good
4480,Novocaine For the Soul,Eels,And I feel great
4481,Novocaine For the Soul,Eels,'Cause mother says I was
4482,Novocaine For the Soul,Eels,A great mistake
4483,Novocaine For the Soul,Eels,Novocaine for the soul
4484,Novocaine For the Soul,Eels,You'd better give me something to fill the hole
4485,Novocaine For the Soul,Eels,Before I sputter out
4486,Novocaine For the Soul,Eels,Before I sputter out
4487,Novocaine For the Soul,Eels,Before I sputter out
4488,Novocaine For the Soul,Eels,Before I sputter out
4489,My Descent Into Madness,Eels,Springfield's looking pretty dusty today
4490,My Descent Into Madness,Eels,I see their dreams coming undone
4491,My Descent Into Madness,Eels,The view from inside ward nine affords this much
4492,My Descent Into Madness,Eels,A town teeming with the unloved
4493,My Descent Into Madness,Eels,Close the window and lock it so it's good and tight
4495,My Descent Into Madness,Eels,Turning eighteen and trying not to look too lost
4496,My Descent Into Madness,Eels,Have a not so nice day
4497,My Descent Into Madness,Eels,The jacket makes me straight so I can just sit back and bake
4498,My Descent Into Madness,Eels,You know I think I'm gonna stay
4499,My Descent Into Madness,Eels,Talking very loud but no one hears a word I say
4501,My Descent Into Madness,Eels,Come visit me tonight at eight o'clock and then 
4502,My Descent Into Madness,Eels,You'll see how I am not the crazy one
4503,My Descent Into Madness,Eels,Voices tell me I'm the shit
4505,My Descent Into Madness,Eels,Twenty days go by and every day looks the same
4507,My Descent Into Madness,Eels,I'm the shit
